@relation cilinder...without.missing.values
@attribute timestamp numeric
@attribute customer {'ABBEY','ABBEYPRESS','ABBYPRESS','ADCO','AMES','AUSTADS','BELK','BELKS','best','bestprod','BESTPROD','BRENDLS','BURDINES','CAMPINGWORLD','CASLIVING','CASUALLIVING','CENPURCH','CHILDCRAFT','CHILDWORLD','colorfulimage','COLORTIL','COLORTILE','COMPETITIVEDGE','CVS','DOWNS','DUNNS','eckerd','ECKERD','eckerds','ECKERDS','EXXON','GALLS','GLOBAL','GLOBALEQUP','GUIDEPOSTS','GURNEY','HANHOUSE','hanoverhouse','HANOVERHOUSE','HANOVERHSE','HANOVRHOUS','HANOVRHOUSE','HILLS','homeshop','HOMESHOP','homeshopping','HOMESHOPPING','JAMESWAY','jcp','JCP','JCPENNY','jfk','KIDSRUS','kmart','KMART','LAZARUS','LURIAS','MASSEY','MERVYNS','modmat','MODMAT','NATLWILDLIFE','NTLWILDLIFE','OLDVILLAGESHOP','PENNEY','REI','ROSES','SEARS','SERVMERCH','SHEPLERS','target','TARGET','toysrus','TOYSRUS','TVGUIDE','USCAV','venture','walmart','WALMART','WARDS','WOOLWORTH','WOOLWRTH','YIELDHOUSE'}
@attribute job_number numeric
@attribute grain_screened {'NO','YES'}
@attribute ink_color {'key','KeY','KEY'}
@attribute proof_on_ctd_ink {'NO','YES'}
@attribute blade_mfg {'BENTON','UDDEHOLM'}
@attribute cylinder_division {'gallatin','GALLATIN'}
@attribute paper_type {'coated','COATED','super','uncoated','UNCOATED'}
@attribute ink_type {'coated','COATED','cover','COVER','uncoated','UNCOATED'}
@attribute direct_steam {'no','NO','YES'}
@attribute solvent_type {'LINE','NAPTHA','XYLOL'}
@attribute type_on_cylinder {'no','NO','yes','YES'}
@attribute press_type {'Albert70','Motter70','Motter94','WoodHoe70'}
@attribute press numeric
@attribute unit_number numeric
@attribute cylinder_size {'catalog','CATALOG','spiegel','SPIEGEL','tabloid','TABLOID'}
@attribute paper_mill_location {'CANAdiAN','CANADIAN','mideuropean','NorthUS','SCANDANAVIAN','SouthUS'}
@attribute plating_tank numeric
@attribute proof_cut numeric
@attribute viscosity numeric
@attribute caliper numeric
@attribute "ink temperature" numeric
@attribute humifity numeric
@attribute roughness numeric
@attribute blade_pressure numeric
@attribute varnish_pct numeric
@attribute press_speed numeric
@attribute ink_pct numeric
@attribute solvent_pct numeric
@attribute ESA_Voltage numeric
@attribute ESA_Amperage numeric
@attribute wax numeric
@attribute hardener numeric
@attribute roller_durometer numeric
@attribute current_density numeric
@attribute anode_space_ratio numeric
@attribute chrome_content numeric
@attribute class {'band','noband'}
@data
19910419,'AMES',47169,'NO','KEY','YES','BENTON','GALLATIN','COATED','COATED','NO','LINE','YES','Motter94',824,9,'TABLOID','CANADIAN',1911,40,50,0.233,16,70,0.5625,30,0,2400,58.8,41.2,8,0,1.5,0.5,33,40,103.125,100,'noband'
19910409,'BESTPROD',37822,'NO','KEY','YES','BENTON','GALLATIN','UNCOATED','COATED','NO','LINE','YES','WoodHoe70',816,9,'CATALOG','NorthUS',1911,40,54,0.2,15.8,76,0.5,38,5.6,1736,55.6,38.9,0,0,2.5,1.5,35,40,103.125,100,'noband'
19910409,'BESTPROD',37822,'NO','KEY','YES','BENTON','GALLATIN','UNCOATED','COVER','NO','LINE','YES','WoodHoe70',816,2,'CATALOG','NorthUS',1911,40,54,0.2,15.4,78,0.5,34,5.7,1736,56.8,36.9,0,0,2.5,1.1,35,40,103.125,100,'noband'
19910426,'HANHOUSE',37994,'YES','KEY','YES','BENTON','GALLATIN','UNCOATED','UNCOATED','NO','LINE','NO','Motter94',821,2,'TABLOID','NorthUS',1911,55,45,0.267,15.5,79,0.625,20,16.7,1850,54.3,34.3,4,0,2.5,1,34,40,100,100,'noband'
19910430,'TVGUIDE',25519,'YES','KEY','YES','BENTON','GALLATIN','UNCOATED','UNCOATED','NO','LINE','NO','Motter94',821,7,'TABLOID','NorthUS',1910,52,64,0.4,15.5,82,0.625,30,0,1800,71.4,28.6,4,0,2.5,0.9,34,40,103.125,100,'band'
19910423,'ECKERD',35458,'NO','KEY','YES','BENTON','GALLATIN','COATED','COATED','NO','LINE','NO','WoodHoe70',816,9,'TABLOID','CANADIAN',1910,40,56,0.233,16.5,79,0.5,28,0,2300,60.2,39.8,0,0,2.5,1.5,30,40,106.45,100,'band'
19910605,'ECKERD',35460,'NO','KEY','YES','BENTON','GALLATIN','COATED','COATED','NO','LINE','YES','Motter94',824,2,'TABLOID','CANADIAN',1910,45,54,0.333,15.5,76,0.8125,30,5.6,2250,55.6,38.9,2,0,2.5,1.3,30,40,106.45,100,'noband'
19910604,'KMART',37365,'NO','KEY','YES','BENTON','GALLATIN','UNCOATED','COATED','NO','LINE','YES','Motter94',828,2,'TABLOID','SCANDANAVIAN',1910,47.5,68,0.4,16,80,0.75,30,0,2250,58.8,41.2,0,0,1.5,1,35,40,106.45,100,'noband'
19910604,'KMART',37365,'NO','KEY','YES','BENTON','GALLATIN','UNCOATED','COATED','NO','LINE','YES','Motter94',828,9,'TABLOID','SCANDANAVIAN',1910,47.5,68,0.35,16,80,0.75,30,0,2250,52.1,47.9,0,0,1.5,0.75,35,40,106.45,100,'noband'
19910605,'ECKERD',35460,'NO','KEY','YES','BENTON','GALLATIN','COATED','COATED','NO','LINE','YES','Motter94',824,9,'TABLOID','CANADIAN',1910,45,54,0.367,15.5,74,0.5625,40,10.5,2250,52.6,36.8,2,0,2.5,1.8,30,40,106.45,100,'noband'
19910603,'KMART',37365,'NO','KEY','YES','BENTON','GALLATIN','UNCOATED','COATED','NO','LINE','NO','Motter94',827,2,'TABLOID','CANADIAN',1911,37.5,70,0.333,14.9,64,0.75,28,3.4,1500,57.5,39.1,0,0,2.5,1,40,40,106.89,100,'noband'
19910603,'KMART',37365,'NO','KEY','YES','BENTON','GALLATIN','UNCOATED','COATED','NO','LINE','YES','Motter94',827,9,'TABLOID','CANADIAN',1911,37.5,70,0.4,15,65,0.75,25,5.4,1500,54.3,40.2,0,0,2.3,0.9,40,40,106.66,100,'noband'
19910529,'WARDS',37338,'NO','KEY','YES','BENTON','GALLATIN','COATED','COATED','NO','LINE','YES','Motter94',824,2,'TABLOID','CANADIAN',1911,47.5,60,0.4,14.5,74,0.8125,20,8.6,1600,53.8,37.6,0,0,2,1.5,35,40,110,100,'noband'
19910524,'ROSES',35758,'NO','KEY','YES','BENTON','GALLATIN','COATED','COATED','NO','LINE','YES','Motter94',828,2,'TABLOID','CANADIAN',1910,40,62,0.267,16,84,0.9375,32,0,2200,58.8,41.2,4,0,1.4,1,30,40,106.45,100,'noband'
19910430,'ECKERD',35458,'NO','KEY','YES','BENTON','GALLATIN','COATED','COATED','NO','LINE','YES','WoodHoe70',816,9,'TABLOID','CANADIAN',1910,40,64,0.2,15.5,85,1,26,0,2400,58.8,41.2,0,0,2.5,1,30,40,103.125,100,'noband'
19910430,'ECKERD',35458,'NO','KEY','YES','BENTON','GALLATIN','COATED','COATED','NO','LINE','YES','WoodHoe70',816,2,'TABLOID','CANADIAN',1910,40,64,0.233,15,82,0.75,31,0,2400,60,40,3,0,2.5,1,30,40,106.66,100,'noband'
19910531,'MODMAT',47203,'YES','KEY','YES','BENTON','GALLATIN','UNCOATED','UNCOATED','NO','LINE','NO','Albert70',802,7,'CATALOG','NorthUS',1910,50,69,0.367,17,82,0.75,50,0,1700,62.5,37.5,0,0,3,1,40,40,106.45,100,'band'
19910529,'WARDS',37338,'NO','KEY','YES','BENTON','GALLATIN','COATED','COATED','NO','LINE','NO','Motter94',824,9,'TABLOID','CANADIAN',1911,50,60,0.4,16,76,0.5625,28,5.6,1600,55.6,38.9,0,0,1,0.5,35,40,110,100,'noband'
19910604,'KMART',37305,'NO','KEY','YES','BENTON','GALLATIN','UNCOATED','COATED','NO','LINE','YES','WoodHoe70',815,9,'TABLOID','SCANDANAVIAN',1911,35,68,0.4,15.1,90,0.875,30,6,1500,59.5,34.5,1,0,2.5,1,35,40,106.89,100,'band'
19910611,'AMES',37177,'NO','KEY','YES','BENTON','GALLATIN','COATED','COATED','NO','LINE','YES','Motter94',828,2,'TABLOID','CANADIAN',1910,40,56,0.3,17,82,0.75,30,0,2550,52.6,47.4,0,0,2,1,33,40,103.22,100,'noband'
19910611,'WARDS',37177,'NO','KEY','YES','BENTON','GALLATIN','COATED','COATED','NO','LINE','YES','Motter94',828,9,'TABLOID','CANADIAN',1910,30,56,0.283,17,72,0.75,30,0,2550,52.6,47.4,0,0,2,1,33,40,103.22,100,'noband'
19910614,'WARDS',37501,'NO','KEY','YES','BENTON','GALLATIN','COATED','COATED','NO','LINE','YES','WoodHoe70',815,2,'TABLOID','CANADIAN',1910,30,69,0.3,16,98,0.75,35,0,2050,62.5,37.5,0,0,2.75,1,33,40,100,100,'noband'
19910614,'ROSES',35759,'NO','KEY','YES','BENTON','GALLATIN','COATED','COATED','NO','LINE','YES','Motter94',827,2,'TABLOID','CANADIAN',1910,45,69,0.267,15.6,72,0.75,21,5.6,2426,55.6,38.9,0,0,2.85,1.1,30,40,103.22,100,'noband'
19910614,'ROSES',37579,'NO','KEY','YES','BENTON','GALLATIN','COATED','COATED','NO','LINE','YES','Motter94',827,9,'TABLOID','CANADIAN',1910,45,69,0.267,16.1,76,0.75,22,5.6,2426,55.6,38.9,0,0,2.7,0.7,30,40,103.22,100,'noband'
19910614,'WARDS',37501,'NO','KEY','YES','BENTON','GALLATIN','COATED','COATED','NO','LINE','NO','WoodHoe70',815,9,'TABLOID','CANADIAN',1910,32.5,69,0.2,15.5,94,0.75,30,0.5,2050,52.6,42.1,0,0,2.5,1,33,40,100,100,'noband'
19910626,'MASSEY',37938,'YES','KEY','YES','BENTON','GALLATIN','UNCOATED','UNCOATED','NO','LINE','NO','WoodHoe70',816,9,'CATALOG','NorthUS',1910,45,65,0.3,16.3,78,0.75,32,3.4,1700,56.8,39.8,4,0,2.5,1,34,40,106.45,100,'band'
19910622,'SHEPLERS',35528,'YES','KEY','YES','BENTON','GALLATIN','UNCOATED','UNCOATED','NO','LINE','YES','WoodHoe70',816,2,'SPIEGEL','NorthUS',1910,40,68,0.3,14,88,0.75,32,0,1742,60,40,3,0,2.5,1,40,40,103.125,100,'band'
19910619,'WARDS',37199,'NO','KEY','YES','BENTON','GALLATIN','UNCOATED','COATED','NO','LINE','YES','Motter94',824,9,'TABLOID','CANADIAN',1910,40,64,0.2,16.5,82,0.5625,30,2.3,1900,57.5,40.2,0,0,1.3,0.8,30,40,106.45,100,'band'
19910618,'CHILDCRAFT',37003,'YES','KEY','YES','BENTON','GALLATIN','UNCOATED','COVER','NO','LINE','YES','WoodHoe70',815,2,'CATALOG','NorthUS',1910,40,65,0.267,16.2,79,0.625,30,0,1500,62.5,37.5,4,0,2.5,1,38,40,106.45,100,'band'
19910609,'KMART',37365,'NO','KEY','YES','BENTON','GALLATIN','UNCOATED','COATED','NO','LINE','YES','WoodHoe70',815,9,'TABLOID','NorthUS',1911,35,62,0.4,14.5,94,1,35,0,1900,63.3,36.7,0,0,2.5,1,35,40,106.89,100,'band'
19910607,'KMART',37365,'NO','KEY','YES','BENTON','GALLATIN','UNCOATED','COATED','NO','LINE','YES','Motter94',827,9,'TABLOID','NorthUS',1910,42.5,58,0.4,15,76,1,20,5.4,2000,54.3,40.2,0,0,2.5,1,35,40,103.33,100,'band'
19910706,'WARDS',37505,'NO','KEY','YES','BENTON','GALLATIN','COATED','COATED','NO','LINE','NO','Motter94',824,9,'TABLOID','CANADIAN',1910,40,64,0.233,15.4,88,0.5625,24,4.4,1835,55.5,40,2,0,2,1.3,30,40,106.45,100,'noband'
19910706,'WARDS',37505,'NO','KEY','YES','BENTON','GALLATIN','COATED','COATED','NO','LINE','NO','Motter94',824,2,'TABLOID','CANADIAN',1910,40,64,0.2,16,76,0.8125,23,4.8,1835,59.5,35.7,3,0,2,0.7,30,40,106.45,100,'noband'
19900514,'MODMAT',47103,'YES','KEY','YES','BENTON','GALLATIN','UNCOATED','UNCOATED','NO','LINE','YES','WoodHoe70',816,9,'CATALOG','NorthUS',1910,47.5,63,0.3,16.4,84,0.5,27,20.7,1800,41.3,38,5,0,2.6,0.3,40,33,96.7,100,'band'
19900509,'MODMAT',47103,'YES','KEY','YES','BENTON','GALLATIN','UNCOATED','UNCOATED','NO','XYLOL','YES','WoodHoe70',816,9,'CATALOG','NorthUS',1910,50,50,0.3,14.5,84,0.25,24,20.7,1500,41.3,38,0,0,3,0.6,40,33,103.3,100,'band'
19900518,'AUSTADS',34402,'YES','KEY','YES','BENTON','GALLATIN','UNCOATED','UNCOATED','NO','XYLOL','YES','WoodHoe70',815,9,'CATALOG','NorthUS',1911,52,54,0.5,16,82,0.875,22,15.8,900,49.5,34.7,0,0,2.5,1,50,40,96.7,100,'band'
19900414,'TARGET',34545,'NO','KEY','YES','BENTON','GALLATIN','COATED','COATED','NO','LINE','NO','Motter94',827,2,'SPIEGEL','CANADIAN',1910,40,41,0.233,14,79,0.75,20,0,1530,61.7,38.3,5,0,3.1,1.8,33,33,96.9,100,'noband'
19900418,'WARDS',36053,'NO','KEY','YES','BENTON','GALLATIN','COATED','COATED','NO','LINE','YES','WoodHoe70',815,9,'TABLOID','CANADIAN',1910,45,42,0.233,15,76,0.75,30,0,2220,58.8,41.2,0,0,2.5,1,30,35,100,100,'noband'
19900418,'WARDS',36053,'NO','KEY','YES','BENTON','GALLATIN','COATED','COATED','NO','LINE','YES','WoodHoe70',815,2,'TABLOID','CANADIAN',1910,45,42,0.233,16,84,0.625,28,0,2220,54.3,45.7,0,0,2.5,1,30,35,100,100,'noband'
19900606,'NATLWILDLIFE',36859,'YES','KEY','YES','BENTON','GALLATIN','UNCOATED','UNCOATED','NO','LINE','YES','Albert70',802,7,'CATALOG','NorthUS',1911,55,54,0.267,15,70,0.625,60,3.4,1600,56.8,39.8,0,0,1,0.4,45,40,103.3,100,'noband'
19900606,'NATLWILDLIFE',36859,'YES','KEY','YES','BENTON','GALLATIN','UNCOATED','COVER','NO','LINE','NO','Albert70',802,2,'CATALOG','NorthUS',1911,57.5,54,0.267,15.5,80,0.625,55,0,1600,62.5,37.5,0,0,3,0.5,45,40,103.3,100,'noband'
19900409,'ECKERD',34683,'NO','KEY','YES','BENTON','GALLATIN','COATED','COATED','NO','LINE','YES','WoodHoe70',815,2,'TABLOID','NorthUS',1910,40,38,0.3,16,92,0.625,25,1.1,1900,53.8,45.2,0,0,2.5,1,30,33,100,100,'noband'
19900524,'JAMESWAY',36648,'NO','KEY','YES','BENTON','GALLATIN','UNCOATED','COATED','NO','LINE','YES','WoodHoe70',815,1,'CATALOG','CANADIAN',1911,50,60,0.3,14,75,0.625,33,0,2000,65.2,34.8,0,0,0,0,35,40,96.9,100,'band'
19900425,'BURDINES',34664,'YES','KEY','YES','BENTON','GALLATIN','UNCOATED','UNCOATED','NO','XYLOL','YES','WoodHoe70',816,9,'TABLOID','NorthUS',1910,45,49,0.2,16,72,0.375,38,15,1650,50,35,0,0,2.5,0.2,38,33,96.9,100,'band'
19900409,'TVGUIDE',25416,'YES','KEY','YES','BENTON','GALLATIN','UNCOATED','UNCOATED','NO','LINE','NO','Motter94',821,7,'TABLOID','NorthUS',1911,47.5,41,0.333,18,74,0.5,30,17.7,1900,44.2,38.1,2,0,2.5,1,40,33,100,100,'band'
19900417,'EXXON',36858,'YES','KEY','YES','BENTON','GALLATIN','UNCOATED','UNCOATED','NO','LINE','YES','Albert70',802,2,'CATALOG','NorthUS',1910,47.5,52,0.267,14.3,98,0.75,55,11.7,1600,53.2,35.1,0,0,3,1,40,33,100,100,'band'
19900606,'TARGET',34546,'NO','KEY','YES','BENTON','GALLATIN','COATED','COATED','NO','LINE','YES','WoodHoe70',816,9,'SPIEGEL','CANADIAN',1911,37.5,54,0.3,14.5,80,1,20,10.9,2400,54.3,34.8,0,0,2.5,0.4,30,40,103.3,100,'noband'
19900517,'WARDS',36054,'NO','KEY','YES','BENTON','GALLATIN','COATED','COATED','NO','LINE','YES','Motter94',827,2,'TABLOID','CANADIAN',1910,45,55,0.3,15,75,0.75,25,0,2300,59.8,40.2,0,0,2,2.3,30,33,96.6,100,'noband'
19900426,'TARGET',34545,'NO','KEY','YES','BENTON','GALLATIN','UNCOATED','COATED','NO','LINE','NO','Motter94',827,9,'TABLOID','CANADIAN',1910,40,48,0.3,15,82,1,35,0,1720,59.3,40.7,0,0,1.5,1.5,32,33,100,100,'noband'
19900426,'TARGET',34545,'NO','KEY','YES','BENTON','GALLATIN','UNCOATED','COATED','NO','LINE','NO','Motter94',827,2,'TABLOID','CANADIAN',1910,40,48,0.333,15,75,1,30,0,1720,61.7,38.3,0,0,2.5,3,33,33,103.2,100,'noband'
19900505,'MODMAT',47103,'YES','KEY','YES','BENTON','GALLATIN','UNCOATED','UNCOATED','NO','LINE','NO','Albert70',802,7,'CATALOG','NorthUS',1910,50,52,0.2,14,80,0.75,60,4.4,1700,54.9,40.7,0,0,2.5,1,40,33,100,100,'band'
19900507,'MODMAT',47103,'YES','KEY','YES','BENTON','GALLATIN','UNCOATED','UNCOATED','NO','LINE','YES','Albert70',802,2,'CATALOG','NorthUS',1910,72.5,54,0.2,14.5,82,0.75,50,2.2,1900,56.7,41.6,0,0,3,0.9,40,33,100,100,'noband'
19900510,'MODMAT',47103,'YES','KEY','YES','BENTON','GALLATIN','UNCOATED','UNCOATED','NO','LINE','YES','WoodHoe70',816,2,'CATALOG','NorthUS',1910,60,50,0.3,15,72,0.75,30,15.9,1700,44.2,39.8,1,0,3,0.5,40,33,100,100,'band'
19900517,'TOYSRUS',34752,'NO','KEY','NO','BENTON','GALLATIN','COATED','COATED','NO','LINE','YES','Motter94',824,2,'TABLOID','NorthUS',1910,50,48,0.233,15.5,68,0.8125,30,0,1900,57.4,42.6,10,0,1.5,1,30,33,100,100,'noband'
19900507,'HOMESHOPPING',36928,'NO','KEY','YES','BENTON','GALLATIN','COATED','COATED','NO','LINE','YES','WoodHoe70',815,9,'CATALOG','CANADIAN',1910,40,54,0.233,15,80,0.75,28,0,1800,58.8,41.2,0,0,2.5,1.2,30,33,100,100,'noband'
19900507,'HOMESHOPPING',36928,'NO','KEY','YES','BENTON','GALLATIN','COATED','COATED','NO','LINE','YES','WoodHoe70',815,2,'CATALOG','CANADIAN',1910,40,54,0.3,15,88,0.75,28,0,1800,58.8,41.2,0,0,2.5,1.2,30,33,100,100,'noband'
19900617,'HANOVERHOUSE',34093,'YES','KEY','YES','BENTON','GALLATIN','UNCOATED','COVER','NO','LINE','NO','Motter94',821,7,'TABLOID','NorthUS',1910,52.5,62,0.433,14.5,95,0.75,20,0,1950,58.8,41.2,0,0,2,1,38,35,100,100,'band'
19900602,'NATLWILDLIFE',36859,'YES','KEY','YES','BENTON','GALLATIN','UNCOATED','UNCOATED','NO','LINE','NO','Albert70',802,2,'CATALOG','NorthUS',1910,50,56,0.2,14.3,105,0.75,70,0,1600,55.5,44.5,0,0,3,1,45,35,100,100,'band'
19900615,'TARGET',34547,'NO','KEY','YES','BENTON','GALLATIN','COATED','COATED','NO','LINE','YES','WoodHoe70',815,9,'SPIEGEL','CANADIAN',1910,30,58,0.433,15.9,81,0.625,30,0,2150,62.5,37.5,10,0,2.5,1,30,35,90,100,'noband'
19900615,'TARGET',34547,'NO','KEY','YES','BENTON','GALLATIN','COATED','COATED','NO','LINE','YES','WoodHoe70',815,2,'SPIEGEL','CANADIAN',1910,30,58,0.333,16.3,78,0.625,30,0,2150,58.8,41.2,10,0,2.5,1,30,35,90,100,'noband'
19900612,'WARDS',36894,'NO','KEY','YES','BENTON','GALLATIN','COATED','COATED','NO','LINE','YES','Motter94',824,2,'TABLOID','CANADIAN',1910,30,51,0.3,16,70,0.8125,20,0,2250,58.8,41.2,0,0,1.5,0.6,30,35,103.3,100,'noband'
19900612,'WARDS',36894,'NO','KEY','YES','BENTON','GALLATIN','COATED','COATED','YES','LINE','YES','Motter94',824,9,'TABLOID','CANADIAN',1910,30,51,0.333,16,76,0.875,25,19.1,2250,42.7,38.2,3,0,1.2,0.5,30,35,103.3,100,'noband'
19900615,'WARDS',36057,'NO','KEY','YES','BENTON','GALLATIN','COATED','COATED','NO','LINE','YES','Motter94',827,9,'TABLOID','CANADIAN',1910,30,58,0.467,15,98,0.75,30,0,2300,58.8,41.2,6,0,2.25,1,30,35,100,100,'noband'
19900615,'WARDS',36057,'NO','KEY','YES','BENTON','GALLATIN','COATED','COATED','NO','LINE','YES','Motter94',827,2,'TABLOID','CANADIAN',1910,30,58,0.467,15,96,0.75,30,0,2300,58.8,41.2,6,0,3,0.75,30,35,100,100,'noband'
19900606,'CHILDWORLD',36024,'YES','KEY','YES','BENTON','GALLATIN','COATED','UNCOATED','NO','LINE','NO','WoodHoe70',815,9,'TABLOID','CANADIAN',1910,52.5,54,0.433,16.3,90,0.75,38,0,1800,62.5,38.5,0,0,2.9,1.1,33,35,100,100,'noband'
19900606,'CHILDWORLD',36024,'YES','KEY','YES','BENTON','GALLATIN','COATED','UNCOATED','NO','LINE','NO','WoodHoe70',815,2,'TABLOID','CANADIAN',1910,55.5,54,0.233,15,82,0.75,38,0,1800,58.8,41.2,0,0,2,1,33,35,100,100,'noband'
19900621,'GLOBAL',36846,'YES','KEY','YES','BENTON','GALLATIN','UNCOATED','COVER','NO','LINE','YES','Albert70',802,7,'CATALOG','NorthUS',1910,50,59,0.367,13,92,0.625,49,0,1300,58.8,41.2,0,0,3,1.1,40,35,100,100,'band'
19900622,'CASUALLIVING',38025,'YES','KEY','YES','BENTON','GALLATIN','UNCOATED','UNCOATED','NO','LINE','NO','WoodHoe70',815,9,'CATALOG','NorthUS',1910,57.5,55,0.333,14,86,0.75,30,13,1700,50,37,0,0,2.9,0.9,34,35,100,100,'noband'
19900622,'CASUALLIVING',38025,'YES','KEY','YES','BENTON','GALLATIN','UNCOATED','UNCOATED','NO','LINE','NO','WoodHoe70',815,2,'CATALOG','NorthUS',1910,55,55,0.3,13,86,0.75,28,13.7,1700,49,37.3,0,0,3,0.8,34,35,100,100,'noband'
19900626,'TVGUIDE',25427,'YES','KEY','YES','BENTON','GALLATIN','UNCOATED','UNCOATED','NO','LINE','NO','Motter94',821,7,'TABLOID','NorthUS',1910,55,49,0.233,15.6,80,1,30,35.8,1950,41.7,22.5,1,0,2.7,1,40,37,100,100,'band'
19900622,'GLOBALEQUP',36846,'NO','KEY','YES','BENTON','GALLATIN','UNCOATED','UNCOATED','NO','LINE','NO','Albert70',802,2,'CATALOG','NorthUS',1910,65,65,0.4,14,100,0.75,40,7,1200,58.1,34.9,0,0,2.5,1,40,35,100,100,'band'
19900702,'YIELDHOUSE',34367,'YES','KEY','YES','BENTON','GALLATIN','UNCOATED','UNCOATED','NO','LINE','YES','WoodHoe70',816,9,'TABLOID','NorthUS',1911,62.5,47,0.167,17,75,0.75,30,14.3,1700,47.6,38.1,0,0,3,0.5,40,40,96.9,100,'band'
19900706,'AMES',34583,'NO','KEY','YES','BENTON','GALLATIN','COATED','COATED','NO','LINE','YES','Motter94',827,9,'TABLOID','CANADIAN',1911,40,47,0.2,15,75,0.75,25,0,2100,61.1,38.9,0,0,2.4,1.1,33,40,96.9,100,'noband'
19900705,'TVGUIDE',25428,'YES','KEY','YES','BENTON','GALLATIN','UNCOATED','UNCOATED','NO','LINE','YES','Motter94',821,2,'TABLOID','NorthUS',1911,45,47,0.2,14,80,0.75,20,18,1800,45,37,0,0,2.5,0.8,40,40,96.9,100,'noband'
19900707,'MASSEY',36784,'YES','KEY','YES','BENTON','GALLATIN','UNCOATED','UNCOATED','NO','LINE','YES','WoodHoe70',815,2,'CATALOG','NorthUS',1910,60,58,0.333,15.1,93,1,25,0,1650,56.1,33.9,0,0,2.5,1,40,35,100,100,'band'
19900708,'MASSEY',36784,'YES','KEY','YES','BENTON','GALLATIN','UNCOATED','UNCOATED','NO','LINE','NO','WoodHoe70',815,2,'CATALOG','NorthUS',1910,50,58,0.367,13.5,100,0.75,35,0,1750,55.5,44.5,3,0,2.7,0.5,40,35,100,100,'band'
19900710,'MASSEY',36784,'YES','KEY','YES','BENTON','GALLATIN','UNCOATED','UNCOATED','NO','XYLOL','YES','WoodHoe70',815,9,'CATALOG','NorthUS',1910,37.5,56,0.3,14,82,0.625,28,0,1700,58.8,41.2,2,0,2.5,0.5,40,35,100,100,'noband'
19900706,'AMES',34583,'NO','KEY','YES','BENTON','GALLATIN','COATED','COATED','NO','LINE','YES','Motter94',827,2,'TABLOID','CANADIAN',1911,45,55,0.2,14,73,0.75,30,0,2100,61.1,38.9,0,0,2.5,0.8,33,40,96.8,100,'band'
19900710,'HILLS',34714,'NO','KEY','YES','BENTON','GALLATIN','COATED','COATED','NO','LINE','YES','Motter94',824,9,'TABLOID','CANADIAN',1911,30,56,0.2,14.7,87,0.875,20,0,2150,58.8,41.2,12,0,1.5,0.6,30,40,96.8,100,'noband'
19900710,'HILLS',34714,'NO','KEY','YES','BENTON','GALLATIN','COATED','COATED','NO','LINE','YES','Motter94',824,2,'TABLOID','CANADIAN',1910,40,56,0.333,15.3,86,0.8125,32,0,2150,58.8,41.2,12,0,2.2,0.8,30,35,100,100,'noband'
19900726,'REI',36644,'YES','KEY','YES','BENTON','GALLATIN','UNCOATED','UNCOATED','NO','XYLOL','NO','WoodHoe70',816,2,'CATALOG','NorthUS',1911,60,56,0.3,16,87,0.625,26,10.5,1450,50.5,39,3,0,3,1.3,40,40,93.75,100,'band'
19900727,'REI',36644,'YES','KEY','YES','BENTON','GALLATIN','UNCOATED','UNCOATED','NO','LINE','NO','Albert70',802,2,'CATALOG','NorthUS',1910,60,53,0.3,18,103,0.625,50,22.1,1600,41,36.9,0,0,3,0.7,40,35,105.2,100,'noband'
19900726,'REI',36644,'YES','KEY','YES','BENTON','GALLATIN','UNCOATED','UNCOATED','NO','LINE','NO','Albert70',802,7,'CATALOG','NorthUS',1910,57.5,53,0.367,14.5,70,0.625,58,20.2,1600,42,37.8,3,0,3,1,40,35,105.2,100,'noband'
19900723,'USCAV',35683,'YES','KEY','YES','BENTON','GALLATIN','UNCOATED','UNCOATED','NO','LINE','NO','Albert70',802,7,'CATALOG','NorthUS',1911,62.5,61,0.3,14,85,0.75,50,3.5,1660,56.8,39.7,2,0,3,1,32,40,93.75,100,'noband'
19900723,'USCAV',35683,'YES','KEY','YES','BENTON','GALLATIN','UNCOATED','UNCOATED','NO','LINE','NO','Albert70',802,2,'CATALOG','NorthUS',1910,65,61,0.367,14.8,80,0.375,45,19.5,1660,42.4,38.1,0,0,3,1,32,35,105.2,100,'noband'
19900723,'ROSES',34894,'NO','KEY','YES','BENTON','GALLATIN','COATED','COATED','NO','LINE','NO','Motter94',821,2,'TABLOID','CANADIAN',1910,45,61,0.4,14,78,0.75,20,25.6,2100,42.7,31.7,0,0,2.5,0.8,30,35,105.2,100,'noband'
19900723,'ROSES',34894,'NO','KEY','YES','BENTON','GALLATIN','COATED','COATED','NO','LINE','YES','Motter94',821,7,'TABLOID','CANADIAN',1910,50,61,0.333,13.1,70,0.75,25,21.7,2100,41.7,36.6,5,0,2.5,0.8,30,35,105.2,100,'noband'
19900719,'WARDS',36066,'NO','KEY','YES','BENTON','GALLATIN','COATED','COATED','NO','LINE','YES','Motter94',827,9,'TABLOID','CANADIAN',1911,40,54,0.2,15,72,0.75,35,0,2500,58.5,41.5,0,0,2.1,1.1,30,40,100,100,'noband'
19900719,'WARDS',36066,'NO','KEY','YES','BENTON','GALLATIN','COATED','COATED','NO','LINE','YES','Motter94',827,2,'TABLOID','CANADIAN',1911,40,54,0.367,15,78,0.75,20,0,2500,61.1,38.9,0,0,2.5,0.7,30,40,100,100,'noband'
